Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_Age,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Drinks,Item_Type_Food,Item_Type_Non-Consumable,Item_Fat_Content_Low Fat,Item_Fat_Content_Non-Edible,Item_Fat_Content_Regular
11.15,0.073783159,66.0142,988.7130000000001,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
19.5,0.01572192,185.6608,918.804,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
6.48,0.033952603,148.2076,3399.5748,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
11.15,0.10522002400000001,102.7648,1142.5128,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
5.985,0.09571560800000001,125.8678,3560.6984,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
7.27,0.046822808,99.3384,2759.0752,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
6.78,0.07048184085069421,227.5694,3653.9104,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9.195,0.04731256,50.7666,512.6659999999998,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
19.5,0.077108099,232.8958,5608.6992,26,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
6.59,0.10602747400000001,83.9908,1426.1436,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
7.51,0.01742908,229.601,6201.927,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
13.0,0.073229342,254.1014,255.0014,28,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
15.25,0.157257637,215.0192,1078.596,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
8.935,0.039988162,55.7298,1024.6662,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
12.5,0.081119484,220.0798,1322.2788,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
17.0,0.052421981,123.773,1231.73,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7.93,0.070791391,46.4086,2007.3870000000002,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
12.65,0.069817659,53.5324,830.9184,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12.5,0.10997157800000001,82.7592,577.9144,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
18.7,0.09195097199999999,184.2292,1277.0044,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
11.0,0.133145617,218.4798,2203.798,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
16.7,0.046609280999999995,248.6776,495.3552,28,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
7.35,0.028652919,40.5454,545.2902,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
10.895,0.136696892,264.5568,5536.7928,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
17.2,0.012002075,165.3184,990.7104,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
15.5,0.025513973,83.7934,1474.0812,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7.905,0.06419430400000001,229.4694,2055.3246,11,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9.8,0.013920031999999999,45.006,792.302,6,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
11.6,0.079251097,79.2276,649.8208,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
15.85,0.121043709,59.422,1078.596,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
12.6,0.048545853,60.1194,1114.5492,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
5.825,0.091467933,159.7894,1294.3152,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
16.35,0.07048184085069421,196.3426,1384.1982,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
14.7,0.020916223,141.8128,1869.5664,9,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
11.6,0.07048184085069421,141.9154,992.7078,9,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
16.75,0.104768536,155.16299999999995,2972.797,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
12.5,0.020680498999999998,197.2742,2587.9646,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
12.6,0.123727659,253.0356,254.3356,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
12.35,0.16380550900000002,117.6124,3910.9092,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
13.35,0.065082452,93.0804,2113.2492,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6.63,0.18212836300000002,165.65,665.8,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
20.25,0.01871404,223.4772,7116.0704,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
18.85,0.159096908,129.3336,127.8336,28,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
6.63,0.103935018,166.85,5326.4,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
6.61,0.029129907000000007,188.4898,4677.245,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
19.6,0.128011859,166.8816,1845.5976,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
13.6,0.11985054099999999,234.53,6524.84,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9.5,0.073985248,252.5724,3271.7412,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
19.25,0.027233781000000002,197.511,982.055,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5.73,0.079440262,86.7882,85.8882,28,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
20.0,0.060022526,168.7132,6426.3016,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
15.2,0.02110482,217.0824,6769.8544,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
20.75,0.18195852399999998,161.0578,481.3734,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
7.235,0.058222587,114.8834,3340.3186,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
13.5,0.054723717000000005,36.6874,1058.622,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
6.78,0.066724663,187.72400000000002,1491.392,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
7.3,0.144167934,146.3076,886.8456,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
12.3,0.052458358,188.753,3795.06,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
16.85,0.139985583,145.276,2490.092,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
14.65,0.09928629800000001,49.8666,563.9326,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
15.6,0.037680711,123.7704,3129.26,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
17.35,0.16806490899999998,176.2712,1230.3984,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
16.0,0.090111173,141.3154,3261.7542,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
17.0,0.136286138,170.9106,1197.7742,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
11.5,0.125857678,100.5358,2111.2518,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5.695,0.067700925,256.5988,2055.9904,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
15.2,0.112896669,36.0848,1193.1136,16,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
9.1,0.173973652,126.5362,1761.7068,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
16.85,0.07048184085069421,146.076,2636.5679999999998,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11.15,0.073516952,65.9142,790.9704,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
17.0,0.119285634,247.4434,2980.1208,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
7.47,0.153011599,215.2218,3419.5488,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
20.7,0.04875891,37.3506,834.9132,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
15.6,0.10527616199999999,173.2764,3779.0808,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
17.7,0.122123201,100.7674,814.9392,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
13.0,0.082970667,60.0194,1114.5492,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
14.0,0.029782937000000002,146.3786,866.8716,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
18.85,0.067953506,119.044,2396.88,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
15.7,0.03722507,182.4634,1999.3974,9,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
15.85,0.020487625,44.0112,468.7232,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
6.175,0.179077475,94.3752,1342.2528,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
15.2,0.037131628,216.4824,218.3824,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
16.0,0.017547958,48.3718,614.5334,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
13.15,0.093191195,158.1604,1426.1436,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
16.5,0.079875237,102.7332,1537.9979999999994,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
14.65,0.01125332,57.0614,939.4438,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
13.5,0.125170423,261.491,3418.883,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
10.1,0.032152004,50.6008,404.8064,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
11.85,0.056033565,51.4666,974.0654,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9.285,0.021049215,161.0578,2406.867,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
12.8,0.023526504,223.5404,5626.01,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
6.235,0.020229757,260.8962,5956.9126,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
12.15,0.131445848,246.84599999999998,6404.996,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
19.6,0.083862625,44.077,216.385,28,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
12.35,0.18614827,78.2328,1158.492,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9.195,0.20471303600000001,101.0016,202.4032,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
16.2,0.036057562,260.3278,2342.9502,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
7.285,0.031327838999999996,174.6054,2976.7918,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
7.05,0.055558509000000006,224.7088,3131.9232,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
7.905,0.07048184085069421,109.9254,108.5254,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
14.5,0.06386355099999999,262.3594,4448.2098,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
13.35,0.07048184085069421,75.7012,1442.1228,6,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
11.5,0.07048184085069421,128.4652,2841.6344,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
12.1,0.016852909,180.666,2876.256,14,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
11.8,0.094037241,124.5704,1001.3632,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7.05,0.085312137,107.4912,982.7208,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
19.85,0.053764023,195.7768,3547.3824,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
18.75,0.010365546,207.0954,3125.9309999999996,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
19.25,0.027135522000000002,196.31099999999998,3142.5759999999996,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
16.2,0.07048184085069421,100.57,1398.18,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
8.31,0.11614859599999999,176.0028,4427.57,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
13.1,0.075363922,73.8354,1956.1204,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
13.5,0.021496402999999997,180.5976,3078.6592,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
11.15,0.085931544,169.679,1018.674,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
7.5,0.09680600800000001,56.2588,687.1056,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
10.5,0.04778563,156.5946,3787.0704,28,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
15.6,0.105725004,169.9764,2748.4224,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7.05,0.148764535,111.1912,109.1912,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
6.78,0.066997921,186.524,2609.936,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
16.0,0.040938155,141.1496,4516.7872,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
13.8,0.014661762,89.1172,2319.6472,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
10.5,0.048213766,159.6946,3629.2758,4,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
17.1,0.032761024,148.8392,2087.9488,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
7.535,0.07048184085069421,121.64399999999999,1557.9720000000002,11,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
15.1,0.025988507999999997,146.6076,2364.9216,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
15.1,0.026140452,149.0076,4138.6128,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
10.0,0.025932407999999997,264.7226,3171.8712,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
20.85,0.09817040199999999,224.0746,2243.746,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
16.7,0.119439636,182.1976,724.3904,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
8.315,0.059540542,143.6444,145.1444,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
15.6,0.044122209,173.8054,175.1054,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
16.75,0.08130482900000001,258.4988,4111.9808,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
6.15,0.081014461,98.8384,492.69199999999995,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
12.5,0.006775666999999999,42.9112,1022.6688,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
6.8,0.03749705,49.9034,194.4136,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
7.3,0.086060695,149.8076,2808.3444,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
15.85,0.020519478,42.5112,852.2239999999997,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
12.1,0.061163967,56.5614,828.921,9,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
9.195,0.07821891,107.6596,323.5788,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7.59,0.14492016,174.708,2942.836,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
12.15,0.062235982999999995,34.5532,359.532,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
19.75,0.030166923999999998,179.766,719.064,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
18.85,0.016104504,130.2626,2360.9268,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
12.15,0.01544786,211.2928,2735.1064,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
13.1,0.037574137,174.2054,3677.2134,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
10.195,0.106876976,146.7076,3842.9976,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
8.985,0.32111501,100.77,199.74,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
7.895,0.061124625999999994,58.5588,171.7764,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
9.8,0.127599399,118.9098,120.5098,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
16.75,0.029785889,38.9822,628.5152,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
16.35,0.07048184085069421,198.21099999999998,2946.165,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
8.21,0.010762387,149.5392,1789.6704,9,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
15.85,0.108206497,58.3904,468.7232,6,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
16.2,0.063127333,100.47,1597.92,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
17.5,0.02687089,264.491,3681.8740000000003,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
11.15,0.099681705,107.4622,317.5866,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
13.65,0.072898645,198.1426,1977.4260000000002,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
11.35,0.06335453099999999,88.9856,1230.3984,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
10.8,0.082534287,191.1504,4410.2592,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
7.47,0.152024355,211.8218,1496.0526,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
19.85,0.045669235999999995,126.402,1012.0160000000001,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
8.39,0.024342577999999997,113.6176,2862.94,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
10.8,0.028988287999999997,239.2222,6692.6216,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
15.0,0.044908404000000006,140.2838,1404.838,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
17.35,0.168329848,176.7712,2812.3392,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
14.1,0.111936685,198.8084,992.0419999999999,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
19.2,0.005620213000000001,226.6062,5191.2426,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
15.6,0.117095014,78.067,1148.505,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
20.35,0.248301532,124.1072,245.0144,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
20.5,0.023274107000000002,154.134,2909.546,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
17.85,0.091354948,122.3072,122.5072,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
10.6,0.011087128,41.4454,1468.089,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
15.1,0.099839365,143.3786,1733.7432,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
7.035,0.021938403999999998,264.691,5785.802,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
16.0,0.090480206,142.4154,1985.4156,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
13.65,0.080640478,262.6936,4175.8976,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
18.85,0.040338009,246.7144,6615.3888,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
6.115,0.007043008000000002,190.35299999999998,569.259,9,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
8.96,0.069219165,196.5768,2759.0752,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
19.6,0.039569689,165.9526,2631.2416,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
9.195,0.18058808199999998,182.2634,363.5268,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
8.97,0.09301462,52.7956,1037.3164,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
12.35,0.274405193,117.1124,355.5372,15,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
9.3,0.06688712299999999,183.9292,3283.7256,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
17.7,0.042468412999999997,162.421,1468.089,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
7.27,0.071188446,111.9518,1138.518,14,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
20.7,0.191008614,92.8436,189.0872,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
16.1,0.15959547300000002,32.8558,339.55800000000005,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
19.35,0.08690553599999999,78.8644,314.2576,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
20.75,0.08918638699999999,193.3478,6006.1818,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
20.2,0.11232121800000001,123.6046,2988.1104,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
5.51,0.034668802,98.5726,1761.7068,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
20.2,0.07048184085069421,129.0678,3560.6984,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
14.7,0.072592873,48.5034,874.8612,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
20.0,0.059889718,168.5132,2874.9244,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
17.1,0.11240211800000001,112.986,113.186,15,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
11.5,0.029529474,132.6626,262.3252,15,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
11.15,0.10573663800000001,104.4648,2181.1608,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
16.2,0.044291251,43.3454,503.3448,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
16.1,0.100388706,76.0328,1853.5872,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
7.68,0.070556945,191.2162,7504.2318,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
15.0,0.054599767,59.4904,644.4944,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
12.8,0.069560905,263.0252,2885.5772,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
5.985,0.07048184085069421,125.2678,1017.3424,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
19.35,0.021453492999999997,120.3098,2530.7058,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
16.6,0.016276741,109.8596,1617.894,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
11.15,0.056656942,106.2622,2328.9684,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
11.5,0.072994847,189.253,1328.271,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
8.88,0.165073642,207.727,209.727,15,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
11.6,0.017744998999999997,177.9686,1244.3802,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
9.8,0.047453947,101.7016,1518.024,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
9.395,0.17142216600000001,139.1838,1685.8056,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
12.3,0.021860985,193.3162,3078.6592,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
16.1,0.023577297999999997,192.6846,2866.2690000000002,16,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
19.1,0.043304681,147.5418,294.2836,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
8.43,0.177971115,174.0422,2069.3064,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
14.5,0.106894492,260.4594,1046.6376,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
8.27,0.127927931,184.8924,4442.2176,16,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
7.02,0.081623275,148.0734,1930.1542,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
20.0,0.051596927,128.0678,1780.3492,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7.81,0.067592098,246.0486,7086.1094,11,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
10.395,0.054670967,158.6604,316.9208,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
13.1,0.012089478999999998,189.85299999999998,3415.554,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
15.2,0.021250527999999998,216.5824,5241.1776,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
10.8,0.05843345,74.738,1025.3319999999999,16,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
12.6,0.05606697,50.7982,473.3838,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
12.15,0.029569276000000002,115.015,2912.875,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
7.42,0.0204332,248.9092,5976.2208,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12.6,0.055213280999999996,172.4764,687.1056,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
6.885,0.14080050000000002,111.4228,2984.1156,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
19.6,0.047665717,42.177,1255.0330000000001,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
20.25,0.059268885,246.446,3695.19,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
15.3,0.084937098,214.0218,1068.609,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9.21,0.008778413,122.4414,1583.9382,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
15.6,0.07048184085069421,220.4798,661.1394,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
15.35,0.013834247,62.7168,958.752,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
12.15,0.132351411,190.3872,2836.308,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
14.65,0.082955719,164.0552,5523.4768,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
11.395,0.009893817,50.3034,972.068,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
17.1,0.07048184085069421,111.9886,3002.0922,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
18.85,0.067940657,119.044,1198.44,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
19.6,0.094161662,251.9698,4566.0564,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
11.3,0.067107448,258.1962,4402.9354,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
12.150000000000002,0.018321361,255.3698,4819.7262,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
5.785,0.038756864,260.7252,6033.4796,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
5.82,0.07725473599999999,257.633,1537.9979999999994,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
